,YearStart,YearEnd,LocationAbbr,LocationDesc,Topic,Question,DataValueType,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,LocationID,Latitude,Longitude
45,2020,2020,AR,Arkansas,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,9.0,9.0,7.7,10.5,Race/Ethnicity,"White, non-Hispanic",5,-92.27449074299966,34.74865012400045
46,2020,2020,AR,Arkansas,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,8.9,8.9,7.8,10.2,Overall,Overall,5,-92.27449074299966,34.74865012400045
47,2020,2020,AR,Arkansas,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,,,,,Race/Ethnicity,Hispanic,5,-92.27449074299966,34.74865012400045
48,2020,2020,AR,Arkansas,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,14.9,14.9,8.8,24.2,Race/Ethnicity,"Multiracial, non-Hispanic",5,-92.27449074299966,34.74865012400045
49,2020,2020,AR,Arkansas,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,11.5,11.5,8.2,16.0,Race/Ethnicity,"Black, non-Hispanic",5,-92.27449074299966,34.74865012400045
50,2020,2020,AR,Arkansas,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,,,,,Race/Ethnicity,"Other, non-Hispanic",5,-92.27449074299966,34.74865012400045
51,2020,2020,AR,Arkansas,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,9.1,9.1,8.0,10.3,Overall,Overall,5,-92.27449074299966,34.74865012400045
52,2020,2020,AR,Arkansas,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,,,,,Race/Ethnicity,"Other, non-Hispanic",5,-92.27449074299966,34.74865012400045
53,2020,2020,AR,Arkansas,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,6.3,6.3,5.1,7.8,Gender,Male,5,-92.27449074299966,34.74865012400045
54,2020,2020,AR,Arkansas,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,11.5,11.5,9.7,13.6,Gender,Female,5,-92.27449074299966,34.74865012400045
55,2020,2020,AR,Arkansas,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,11.5,11.5,9.8,13.5,Gender,Female,5,-92.27449074299966,34.74865012400045
56,2020,2020,AR,Arkansas,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,11.5,11.5,8.1,16.1,Race/Ethnicity,"Black, non-Hispanic",5,-92.27449074299966,34.74865012400045
57,2020,2020,AZ,Arizona,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,8.4,8.4,6.2,11.2,Race/Ethnicity,"Other, non-Hispanic",4,-111.76381127699972,34.865970280000454
58,2020,2020,AZ,Arizona,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,7.8,7.8,6.4,9.5,Race/Ethnicity,Hispanic,4,-111.76381127699972,34.865970280000454
59,2020,2020,AZ,Arizona,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,9.7,9.7,8.9,10.5,Overall,Overall,4,-111.76381127699972,34.865970280000454
60,2020,2020,AZ,Arizona,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,10.6,10.6,9.5,11.7,Race/Ethnicity,"White, non-Hispanic",4,-111.76381127699972,34.865970280000454
61,2020,2020,AZ,Arizona,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,7.1,7.1,6.1,8.1,Gender,Male,4,-111.76381127699972,34.865970280000454
62,2020,2020,AZ,Arizona,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,9.8,9.8,5.5,16.9,Race/Ethnicity,"Black, non-Hispanic",4,-111.76381127699972,34.865970280000454
63,2020,2020,AZ,Arizona,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,19.1,19.1,12.8,27.7,Race/Ethnicity,"Multiracial, non-Hispanic",4,-111.76381127699972,34.865970280000454
64,2020,2020,AZ,Arizona,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,19.0,19.0,12.5,27.9,Race/Ethnicity,"Multiracial, non-Hispanic",4,-111.76381127699972,34.865970280000454
65,2020,2020,AZ,Arizona,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,8.9,8.9,5.4,14.5,Race/Ethnicity,"Black, non-Hispanic",4,-111.76381127699972,34.865970280000454
66,2020,2020,AZ,Arizona,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,7.1,7.1,6.1,8.2,Gender,Male,4,-111.76381127699972,34.865970280000454
67,2020,2020,AZ,Arizona,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,12.1,12.1,10.9,13.4,Gender,Female,4,-111.76381127699972,34.865970280000454
68,2020,2020,AZ,Arizona,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,10.8,10.8,9.6,12.1,Race/Ethnicity,"White, non-Hispanic",4,-111.76381127699972,34.865970280000454
69,2020,2020,AZ,Arizona,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,8.9,8.9,6.6,12.0,Race/Ethnicity,"Other, non-Hispanic",4,-111.76381127699972,34.865970280000454
70,2020,2020,AZ,Arizona,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,9.6,9.6,8.9,10.5,Overall,Overall,4,-111.76381127699972,34.865970280000454
71,2020,2020,AZ,Arizona,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,7.7,7.7,6.3,9.3,Race/Ethnicity,Hispanic,4,-111.76381127699972,34.865970280000454
72,2020,2020,CA,California,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,7.0,7.0,5.7,8.5,Gender,Male,6,-120.99999953799971,37.63864012300047
73,2020,2020,CA,California,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,7.2,7.2,4.5,11.1,Race/Ethnicity,"Other, non-Hispanic",6,-120.99999953799971,37.63864012300047
74,2020,2020,CA,California,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,13.2,13.2,8.2,20.5,Race/Ethnicity,"Black, non-Hispanic",6,-120.99999953799971,37.63864012300047
75,2020,2020,CA,California,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,7.4,7.4,4.6,11.7,Race/Ethnicity,"Other, non-Hispanic",6,-120.99999953799971,37.63864012300047
76,2020,2020,CA,California,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,12.9,12.9,8.1,19.8,Race/Ethnicity,"Black, non-Hispanic",6,-120.99999953799971,37.63864012300047
77,2020,2020,CA,California,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,11.9,11.9,9.9,14.1,Race/Ethnicity,"White, non-Hispanic",6,-120.99999953799971,37.63864012300047
78,2020,2020,CA,California,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,6.9,6.9,5.6,8.4,Gender,Male,6,-120.99999953799971,37.63864012300047
79,2020,2020,CA,California,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,9.3,9.3,8.2,10.5,Overall,Overall,6,-120.99999953799971,37.63864012300047
80,2020,2020,CA,California,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,15.7,15.7,8.8,26.6,Race/Ethnicity,"Multiracial, non-Hispanic",6,-120.99999953799971,37.63864012300047
81,2020,2020,CA,California,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,11.6,11.6,9.9,13.6,Gender,Female,6,-120.99999953799971,37.63864012300047
82,2020,2020,CA,California,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,7.3,7.3,5.7,9.2,Race/Ethnicity,Hispanic,6,-120.99999953799971,37.63864012300047
83,2020,2020,CA,California,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,11.3,11.3,9.6,13.3,Race/Ethnicity,"White, non-Hispanic",6,-120.99999953799971,37.63864012300047
84,2020,2020,CA,California,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,9.3,9.3,8.2,10.5,Overall,Overall,6,-120.99999953799971,37.63864012300047
85,2020,2020,CA,California,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,16.3,16.3,9.2,27.1,Race/Ethnicity,"Multiracial, non-Hispanic",6,-120.99999953799971,37.63864012300047
86,2020,2020,CA,California,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,11.7,11.7,9.9,13.6,Gender,Female,6,-120.99999953799971,37.63864012300047
87,2020,2020,CA,California,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,7.1,7.1,5.6,8.9,Race/Ethnicity,Hispanic,6,-120.99999953799971,37.63864012300047
88,2020,2020,CO,Colorado,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,7.1,7.1,6.3,7.9,Gender,Male,8,-106.13361092099967,38.843840757000464
89,2020,2020,CO,Colorado,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,12.2,12.2,11.2,13.4,Gender,Female,8,-106.13361092099967,38.843840757000464
90,2020,2020,CO,Colorado,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,13.4,13.4,8.7,20.1,Race/Ethnicity,"Multiracial, non-Hispanic",8,-106.13361092099967,38.843840757000464
91,2020,2020,CO,Colorado,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,14.7,14.7,10.3,20.5,Race/Ethnicity,"Black, non-Hispanic",8,-106.13361092099967,38.843840757000464
92,2020,2020,CO,Colorado,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,12.1,12.1,11.0,13.2,Gender,Female,8,-106.13361092099967,38.843840757000464
93,2020,2020,CO,Colorado,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,7.9,7.9,5.3,11.5,Race/Ethnicity,"Other, non-Hispanic",8,-106.13361092099967,38.843840757000464
94,2020,2020,CO,Colorado,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,7.1,7.1,6.3,7.9,Gender,Male,8,-106.13361092099967,38.843840757000464
95,2020,2020,CO,Colorado,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,15.0,15.0,10.6,20.7,Race/Ethnicity,"Black, non-Hispanic",8,-106.13361092099967,38.843840757000464
96,2020,2020,CO,Colorado,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,9.6,9.6,8.9,10.3,Overall,Overall,8,-106.13361092099967,38.843840757000464
97,2020,2020,CO,Colorado,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,10.3,10.3,9.5,11.3,Race/Ethnicity,"White, non-Hispanic",8,-106.13361092099967,38.843840757000464
98,2020,2020,CO,Colorado,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,8.4,8.4,5.8,12.1,Race/Ethnicity,"Other, non-Hispanic",8,-106.13361092099967,38.843840757000464
99,2020,2020,CO,Colorado,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,7.2,7.2,5.9,8.7,Race/Ethnicity,Hispanic,8,-106.13361092099967,38.843840757000464
100,2020,2020,CO,Colorado,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,10.0,10.0,9.2,10.9,Race/Ethnicity,"White, non-Hispanic",8,-106.13361092099967,38.843840757000464
101,2020,2020,CO,Colorado,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,9.6,9.6,8.9,10.3,Overall,Overall,8,-106.13361092099967,38.843840757000464
102,2020,2020,CO,Colorado,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,7.3,7.3,6.0,8.9,Race/Ethnicity,Hispanic,8,-106.13361092099967,38.843840757000464
103,2020,2020,CO,Colorado,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,12.2,12.2,8.0,18.2,Race/Ethnicity,"Multiracial, non-Hispanic",8,-106.13361092099967,38.843840757000464
104,2020,2020,DE,Delaware,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,10.8,10.8,9.4,12.3,Overall,Overall,10,-75.57774116799965,39.008830667000495
105,2020,2020,CT,Connecticut,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,10.9,10.9,9.9,12.1,Overall,Overall,9,-72.64984095199964,41.56266102000046
106,2020,2020,CT,Connecticut,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,13.1,13.1,11.7,14.7,Gender,Female,9,-72.64984095199964,41.56266102000046
107,2020,2020,CT,Connecticut,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,5.4,5.4,3.2,9.1,Race/Ethnicity,"Other, non-Hispanic",9,-72.64984095199964,41.56266102000046
108,2020,2020,ME,Maine,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,,,,,Race/Ethnicity,"Multiracial, non-Hispanic",23,-68.98503133599962,45.254228894000505
109,2020,2020,CT,Connecticut,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,8.1,8.1,6.8,9.7,Gender,Male,9,-72.64984095199964,41.56266102000046
110,2020,2020,CT,Connecticut,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,10.2,10.2,9.2,11.4,Race/Ethnicity,"White, non-Hispanic",9,-72.64984095199964,41.56266102000046
111,2020,2020,CT,Connecticut,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,13.4,13.4,10.5,17.0,Race/Ethnicity,Hispanic,9,-72.64984095199964,41.56266102000046
112,2020,2020,CT,Connecticut,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,10.7,10.7,9.5,12.2,Race/Ethnicity,"White, non-Hispanic",9,-72.64984095199964,41.56266102000046
113,2020,2020,CT,Connecticut,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,8.6,8.6,7.1,10.3,Gender,Male,9,-72.64984095199964,41.56266102000046
114,2020,2020,CT,Connecticut,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,12.8,12.8,7.1,22.1,Race/Ethnicity,"Multiracial, non-Hispanic",9,-72.64984095199964,41.56266102000046
115,2020,2020,CT,Connecticut,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,10.6,10.6,9.7,11.7,Overall,Overall,9,-72.64984095199964,41.56266102000046
116,2020,2020,CT,Connecticut,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,13.6,13.6,10.5,17.4,Race/Ethnicity,Hispanic,9,-72.64984095199964,41.56266102000046
117,2020,2020,CT,Connecticut,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,11.0,11.0,7.9,15.1,Race/Ethnicity,"Black, non-Hispanic",9,-72.64984095199964,41.56266102000046
118,2020,2020,CT,Connecticut,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,6.0,6.0,3.6,10.0,Race/Ethnicity,"Other, non-Hispanic",9,-72.64984095199964,41.56266102000046
119,2020,2020,CT,Connecticut,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,12.9,12.9,11.6,14.4,Gender,Female,9,-72.64984095199964,41.56266102000046
120,2020,2020,CT,Connecticut,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,,,,,Race/Ethnicity,"Multiracial, non-Hispanic",9,-72.64984095199964,41.56266102000046
121,2020,2020,CT,Connecticut,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,10.9,10.9,7.8,15.1,Race/Ethnicity,"Black, non-Hispanic",9,-72.64984095199964,41.56266102000046
122,2020,2020,DC,District of Columbia,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,13.4,13.4,11.4,15.7,Gender,Female,11,-77.036871,38.907192
123,2020,2020,DC,District of Columbia,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,15.0,15.0,12.3,18.1,Race/Ethnicity,"Black, non-Hispanic",11,-77.036871,38.907192
124,2020,2020,DC,District of Columbia,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,7.4,7.4,5.9,9.2,Gender,Male,11,-77.036871,38.907192
125,2020,2020,DC,District of Columbia,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,,,,,Race/Ethnicity,"Other, non-Hispanic",11,-77.036871,38.907192
126,2020,2020,DC,District of Columbia,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,8.1,8.1,4.5,14.0,Race/Ethnicity,Hispanic,11,-77.036871,38.907192
127,2020,2020,DC,District of Columbia,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,10.7,10.7,9.4,12.2,Overall,Overall,11,-77.036871,38.907192
128,2020,2020,DC,District of Columbia,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,,,,,Race/Ethnicity,"Multiracial, non-Hispanic",11,-77.036871,38.907192
129,2020,2020,DC,District of Columbia,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,7.5,7.5,6.0,9.4,Race/Ethnicity,"White, non-Hispanic",11,-77.036871,38.907192
130,2020,2020,DC,District of Columbia,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,6.9,6.9,4.1,11.6,Race/Ethnicity,Hispanic,11,-77.036871,38.907192
131,2020,2020,DC,District of Columbia,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,,,,,Race/Ethnicity,"Multiracial, non-Hispanic",11,-77.036871,38.907192
132,2020,2020,DC,District of Columbia,Asthma,Current asthma prevalence among adults aged >= 18 years,Crude Prevalence,10.4,10.4,9.1,11.8,Overall,Overall,11,-77.036871,38.907192
133,2020,2020,DC,District of Columbia,Asthma,Current asthma prevalence among adults aged >= 18 years,Age-adjusted Prevalence,7.2,7.2,5.9,8.8,Race/Ethnicity,"White, non-Hispanic",11,-77.036871,38.907192
